Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
04/05/2022;11/24/2021;Twisted Tongue Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;11/24/2021;JMJ Howard Enterprises, Inc. d/b/a Netvapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;03/28/2022;Seacoi Investments, Inc. d/b/a Miura Cigars;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;12/10/2021;Ten Days Manufacturing d/b/a Daily Manufacturing;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;01/14/2022;Victory Liquid LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;02/04/2022;Fast Eddie's Vape Distribution;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;12/30/2021;Skull and Roses Juice Co. LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/05/2022;03/28/2022;NDAL Mfg Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
04/05/2022;12/10/2021;Turncoat Industries, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/07/2022;04/06/2022;Sensory Cloud, Inc;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
04/07/2022;04/07/2022;5th & Nine Co. d/b/a 5th & Nine Alternatives Co.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/08/2022;04/05/2022;CofixRx, LLC;Center for Drug Evaluation and Research | CDER;Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
04/12/2022;03/30/2022;kubapharm.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Schedule II Stimulants to Consumers over the Internet;;
04/12/2022;03/25/2022;Fliq Vapor LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;03/18/2022;Public Bru Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;03/30/2022;premiumlightsupplier.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Schedule II Stimulants to Consumers over the Internet;;
05/17/2022;11/03/2021;Lempira Distribution LLC;Division of Southeast Imports;Foreign Supplier Verification Program (FSVP);;
05/17/2022;03/25/2022;Red Shield Reserve Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/17/2022;05/10/2022;Colorful Products Corporation;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
05/17/2022;04/25/2022;Triple J Fresh, LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
05/17/2022;04/21/2022;Evans Farms Feed;Division of Human and Animal Food Operations West III;CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
05/18/2022;05/18/2022;Moonlight Vapers;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/18/2022;05/18/2022;Vapor Arts LLC d/b/a Main Street Vapor Co.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/24/2022;05/02/2022;Subhlaxmi Grocers;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
05/24/2022;05/02/2022;A.N.N. Imports LLC;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
05/24/2022;05/13/2022;Smart Smoke, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/24/2022;02/02/2022;Sunny Creek Farm, Inc.;Division of Human and Animal Food Operations East III;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;12/12/2022
05/24/2022;05/11/2022;Coastal Fresh Farms, Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
04/12/2022;01/21/2022;Jungle Nation Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;03/01/2022;Generitech Corporation;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
04/12/2022;04/08/2022;CheapCigStore.com;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;03/14/2022;Ultra Seal Corporation;Office of Pharmaceutical Quality Operations;CGMP/Finished Pharmaceuticals/Adulterated;;
04/12/2022;01/28/2022;TreeHouse Foods, Inc.;Division of Human and Animal Food Operations East II;Low Acid Canned Food Regulation/Adulterated;;03/31/2023
04/12/2022;03/24/2022;Northeast Seafood Products, Inc.;Office of Human and Animal Food Operations Division West 4;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
04/12/2022;02/08/2022;Yusef Manufacturing Laboratories, LLC;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
04/12/2022;04/08/2022;Bluum Lab LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;04/01/2022;Resurrection Vapor LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/12/2022;04/06/2022;www.wellerectile.com;Center for Drug Evaluation and Research | CDER;Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet;;
04/13/2022;04/13/2022;Yeager One Inc dba The Vaper's Ring;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/04/2021;05/04/2021;Dilip Ceramics Inc. dba Shivam Distributors;Division of Southeast Imports;Foreign Supplier Verification Program (FSVP);;
04/19/2022;04/13/2022;Skin Authority, L.L.C.;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
04/19/2022;03/14/2022;Langlinais’ Baking Company;Office of Human and Animal Foods Operations-East;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;05/15/2023
04/19/2022;04/13/2022;AMBI Enterprises LLC;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded;;
04/19/2022;04/05/2022;"""Daniel C. Tarquinio, D.O./Center for Rare Neurological Diseases";Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
05/09/2022;05/04/2022;Exclusive Nutrition Products, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
05/09/2022;05/04/2022;Steel Supplements Inc;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
05/09/2022;05/04/2022;Nutritional Sales and Customer Service, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
05/09/2022;05/04/2022;Max Muscle;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
05/09/2022;05/04/2022;Complete Nutrition;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
05/09/2022;05/04/2022;Performax Labs Inc;Center for Food Safety and Applied Nutrition (CFSAN);Dietary Supplement/Adulterated;;
03/23/2021;03/10/2021;Aman Kapoor In;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
03/23/2021;03/05/2021;Panther James LLC;Division of Human and Animal Food Operations East VI;Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;11/18/2022
03/25/2021;03/25/2021;Realistic Wireless Inc d/b/a Vintage Vapors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/16/2020;06/05/2020;Creation Technologies LP;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;
03/30/2021;03/23/2021;Distribuidora Lagunera del Norte S.A. de C.V.;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/30/2021;03/16/2021;Anna Health, LLC;Division of Human and Animal Food Operations East IV;New Drug/Misbranded;;04/08/2022
03/30/2021;03/19/2021;Lipotriad LLC;Division of Human and Animal Food Operations East II;New Drug/Misbranded;;12/13/2021
03/30/2021;11/09/2020;Tarmac Products, Inc.;Division of Medical Device and Radiological Health Operations Central;CGMP/QSR/Medical Devices/Adulterated;;
03/30/2021;03/26/2021;Morin Enterprises Inc. d/b/a Ecig Crib;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/30/2021;03/10/2021;Trippo International LLC;Center for Food Safety and Applied Nutrition;Dietary Supplement/Adulterated;;
03/30/2021;03/26/2021;Bouji Moj Oyeeb, Inc. d/b/a MasterMix E-Liquid;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/30/2021;03/26/2021;Nicoticket LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/08/2021
03/30/2021;03/30/2021;The Juice Bar;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/30/2021;03/26/2021;Planet Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/08/2021;04/08/2021;Xtreme Vapour;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/08/2021;04/08/2021;Str8Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/13/2021;04/09/2021;Flavor Concepts LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/21/2021
04/13/2021;04/05/2021;Proquimes S A Productos Quimicos Especializados S.A.;Center for Drug Evaluation and Research;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
04/13/2021;04/01/2021;Maison Terre, LLC;Office of Pharmaceutical Quality Operations, Division II;Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;
04/13/2021;04/06/2021;Jash International, Inc;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/13/2021;04/09/2021;MYM Hidrominerales S.A. de C.V.;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
04/13/2021;04/09/2021;Northwest Vapors LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/13/2021;04/09/2021;Roque Plast S.A. de C.V.;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
04/13/2021;04/09/2021;Oregon Vapor LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
04/13/2021;04/09/2021;LJ's E-Smokes LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/08/2022
04/13/2021;04/09/2021;Hi Lyfe Vaporz;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
05/04/2021;03/26/2021;Hanover Foods Corporation;Division of Human and Animal Food Operations East II;Food Labeling/Misbranded;;08/17/2022
05/04/2021;03/30/2021;George DeLallo Company, Inc.;Division of Human and Animal Food Operations East II;Food Labeling/Misbranded;;
05/04/2021;03/30/2021;Immune & Genetics Protocols, LLC;Office of Human and Animal Food Operations, East Division IV;New Drug/Misbranded;;
05/11/2021;05/04/2021;Ismar Soluciones Dinámicas S de RL de CV;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
05/11/2021;04/30/2021;J & L USA Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
06/01/2021;05/18/2021;Lux Commercial Group LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;07/14/2022
06/01/2021;05/27/2021;Incredible Products, SA de CV;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
06/01/2021;05/11/2021;Utah Cord Bank LLC;Office Biological Products Operations – Division 2;Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps);;
06/01/2021;02/19/2021;Richardson Nutritional Center, LLC/Nutriseeds, Inc.;Office of Human and Animal Food Operations-West Division 5;New Drug/Misbranded;;
06/01/2021;05/10/2021;DeChoker LLC;Office of Medical Device and Radiological Health, Division 3;CGMP/QSR/Medical Devices/Adulterated;;
06/08/2021;05/11/2021;Kareem Mart Inc.;Div ision of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
06/08/2021;06/03/2021;DMM Vission, S.A. de C.V.;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
06/08/2021;03/02/2021;Red's Kitchen Sink at Bourbon Street Ice;Office of Human and Animal Food Operations – East Division 3;New Drug/Misbranded;;
06/15/2021;06/14/2021;E-Vaperz Spring Hill Location LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/15/2021;06/14/2021;Vape E's Ltd;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/15/2021;06/14/2021;Lincoln Vapor LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/15/2021;06/01/2021;Market of Choice, LLC;Office of Human and Animal Food Operations – West Division 6;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes;;
06/22/2021;04/15/2021;Molecular BioLife International, Inc.;Office of Human and Animal Foods West Division II;New Drug/Misbranded;;
06/22/2021;05/27/2021;Fresh Nutrition Inc;Office of Human and Animal Food Operations –West Division 5;Unapproved New Drugs/Misbranded;;
06/22/2021;04/15/2021;Daisy Global Trading Co;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
06/22/2021;06/16/2021;Pure Vapor USA LP;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2021;04/09/2021;Mr Lukas LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
06/22/2021;04/21/2021;DRF LLC;Office of Human and Animal Foods Operations- West Division;New Drug/Misbranded;;
06/22/2021;06/09/2021;Tuty Usa LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
06/23/2021;06/22/2021;Pacific Center of Health/Pacific Center of Health & Acupuncture;Center for Drug Evaluation and Research;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/24/2021;06/23/2021;Custom Vapors Inc d/b/a VIP Custom Vapors/Premier Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/09/2021;03/02/2021;Evelyn Lopez-Brignoni, M.D.;Center for Drug Evaluation and Research;Clinical Investigator;;
03/09/2021;03/01/2021;Marco Antonio Rodriguez Fierro;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/09/2021;03/01/2021;Gaza Proveedora De Servicios De Hospedaje Y Alimentacion;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/09/2021;03/01/2021;Plasticos Las Palmas, S.A. de C.V;Center for Drug Evaluation and Research | CDER;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/09/2021;03/01/2021;Cannafyl;Center for Drug Evaluation and Research;Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated;;
03/12/2021;03/12/2021;The Philosopher's Stone, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/20/2021
03/12/2021;03/12/2021;The Clean Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;07/21/2021
03/12/2021;03/12/2021;Tooters Vape Shop;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/12/2021;03/12/2021;VapinUSA WI LLC d/b/a VapinUSA;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/12/2021;03/12/2021;Revolution Vapor LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;06/23/2021
03/12/2021;03/12/2021;Dieselbycg-Hometown Vape Lounge;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/12/2021;03/12/2021;Boardwalk Elixir, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
